-27.03339346	83.20022999	-3.054935226
-51.42057001	70.7743429	-3.054935226
-35.56089958	76.26059526	24.1279774
-25.11957146	62.17312108	56.26655674
-47.70734829	58.91366875	43.76761149
-63.81260638	55.47145243	22.65578282
-70.7743429	51.42057001	-3.054935226
-83.20022999	27.03339346	-3.054935226
-77.72145201	29.83447018	27.04987151
-59.20682001	31.48082462	56.26655674
-32.80028009	32.80028009	74.23407919
-34.20273646	0	80.5765976
-62.96756982	0	60.80707535
-81.7211708	0	31.36981837
-87.48189889	0	-3.054935226
-83.20022999	-27.03339346	-3.054935226
-77.72145201	-29.83447018	27.04987151
-59.20682001	-31.48082462	56.26655674
-32.80028009	-32.80028009	74.23407919
-25.11957146	-62.17312108	56.26655674
-47.70734829	-58.91366875	43.76761149
-63.81260638	-55.47145243	22.65578282
-70.7743429	-51.42057001	-3.054935226
-64.1824363	-46.63126952	-36.99398378
-51.42057001	-70.7743429	-3.054935226
-35.56089958	-76.26059526	24.1279774
-27.03339346	-83.20022999	-3.054935226
4.85979E-15	-79.33385423	-36.99398378
5.35892E-15	-87.48189889	-3.054935226
5.00603E-15	-81.7211708	31.36981837
3.85723E-15	-62.96756982	60.80707535
2.09517E-15	-34.20273646	80.5765976
5.35892E-15	87.48189889	-3.054935226
27.03339346	83.20022999	-3.054935226
51.42057001	70.7743429	-3.054935226
35.56089958	76.26059526	24.1279774
5.00603E-15	81.7211708	31.36981837
3.85723E-15	62.96756982	60.80707535
25.11957146	62.17312108	56.26655674
47.70734829	58.91366875	43.76761149
63.81260638	55.47145243	22.65578282
70.7743429	51.42057001	-3.054935226
83.20022999	27.03339346	-3.054935226
77.72145201	29.83447018	27.04987151
59.20682001	31.48082462	56.26655674
32.80028009	32.80028009	74.23407919
2.09517E-15	34.20273646	80.5765976
0	0	87.53522298
34.20273646	0	80.5765976
62.96756982	0	60.80707535
81.7211708	0	31.36981837
87.48189889	0	-3.054935226
83.20022999	-27.03339346	-3.054935226
77.72145201	-29.83447018	27.04987151
59.20682001	-31.48082462	56.26655674
32.80028009	-32.80028009	74.23407919
25.11957146	-62.17312108	56.26655674
47.70734829	-58.91366875	43.76761149
63.81260638	-55.47145243	22.65578282
70.7743429	-51.42057001	-3.054935226
64.1824363	-46.63126952	-36.99398378
51.42057001	-70.7743429	-3.054935226
35.56089958	-76.26059526	24.1279774
27.03339346	-83.20022999	-3.054935226
